type,name,id,created,binary_ref.type,binary_ref.name,binary_ref.parent_directory_ref.type,binary_ref.parent_directory_ref.path,binary_ref.parent_directory_ref.id,binary_ref.id,pid,opened_connection_refs_count,creator_user_ref.type,creator_user_ref.user_id,creator_user_ref.id,x_contained_by_ref,first_observed,last_observed,number_observed,binary_ref.hashes.MD5,command_line,parent_ref.type,parent_ref.name,parent_ref.binary_ref.type,parent_ref.binary_ref.name,parent_ref.binary_ref.parent_directory_ref.type,parent_ref.binary_ref.parent_directory_ref.path,parent_ref.binary_ref.parent_directory_ref.id,parent_ref.binary_ref.id,parent_ref.pid,parent_ref.command_line,parent_ref.id,command_line_entropy,command_line_len,suspicion_score,opened_connection_refs
directory,,directory--c8a15d8e-18fb-4985-80f9-882689810517_2,,,,,,,,,,,,,observed-data--c8a15d8e-18fb-4985-80f9-882689810517,2019-05-07T11:57:38.339Z,2019-05-07T11:57:38.339Z,1.0,,,,,,,,,,,,,,0.0,0,0,
file,notepad.exe,file--1f081c09-ae69-4058-a3d2-161b754aec6c_1,,,,,,,,,,,,,observed-data--1f081c09-ae69-4058-a3d2-161b754aec6c,2019-05-07T11:57:33.035Z,2019-05-07T11:57:33.035Z,1.0,,,,,,,,,,,,,,0.0,0,0,
ipv4-addr,,ipv4-addr--95796f03-6142-4bf1-b521-78d882a012ca_3,,,,,,,,,,,,,observed-data--95796f03-6142-4bf1-b521-78d882a012ca,2019-05-07T11:57:02.475Z,2019-05-07T11:57:02.475Z,1.0,,,,,,,,,,,,,,0.0,0,0,
directory,,directory--45f62036-8d0b-4ce6-8e5e-b56d1fdf2352_2,,,,,,,,,,,,,observed-data--45f62036-8d0b-4ce6-8e5e-b56d1fdf2352,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
user-account,,user-account--917d34-66ae-4652-8ff7-fb602ab22b6f_4,,,,,,,,,,,,,observed-data--ad917d34-66ae-4652-8ff7-fb602ab22b6f,2019-05-18T20:43:46.269Z,2019-05-18T20:43:46.269Z,1.0,,,,,,,,,,,,,,0.0,0,0,
windows-registry-key,,windows-registry-key--4c5ca1ae-930a-4a04-8375-3f31671030aa_3,,,,,,,,,,,,,observed-data--4c5ca1ae-930a-4a04-8375-3f31671030aa,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
windows-registry-key,,windows-registry-key--5b111cb3-1d24-4a27-8841-ef0ed27c16a1_3,,,,,,,,,,,,,observed-data--5b111cb3-1d24-4a27-8841-ef0ed27c16a1,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
windows-registry-key,,windows-registry-key--74e32133-de13-4b56-9ed3-ed4bb0a5b519_3,,,,,,,,,,,,,observed-data--74e32133-de13-4b56-9ed3-ed4bb0a5b519,2019-05-18T20:43:46.628Z,2019-05-18T20:43:46.628Z,1.0,,,,,,,,,,,,,,0.0,0,0,
user-account,,user-account--094fb4b8-1179-490b-a35d-e533a939cf79_6,,,,,,,,,,,,,observed-data--094fb4b8-1179-490b-a35d-e533a939cf79,2019-05-07T11:57:17.933Z,2019-05-07T11:57:17.933Z,1.0,,,,,,,,,,,,,,0.0,0,0,
file,powershell.exe,file--6e51867f-8116-4e4f-8eea-b40b38a30f01_1,,,,,,,,,,,,,observed-data--6e51867f-8116-4e4f-8eea-b40b38a30f01,2019-05-07T11:56:47.745Z,2019-05-07T11:56:47.745Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--647b5a75-d1c1-4978-8b33-c4a215ac2e59,2020-08-12T09:53:20.471Z,,,,,,,,,,,,,2019-05-18T20:43:41.284Z,2019-05-18T20:43:41.284Z,1.0,,,,,,,,,,,,,,0.0,0,0,
user-account,,user-account--3f2f8-fe1a-4dd2-8820-34aac58f61f5_4,,,,,,,,,,,,,observed-data--ddd3f2f8-fe1a-4dd2-8820-34aac58f61f5,2019-05-18T20:43:43.815Z,2019-05-18T20:43:43.815Z,1.0,,,,,,,,,,,,,,0.0,0,0,
windows-registry-key,,windows-registry-key--49cee154-83ed-47ff-bf8d-5f4e76b1b205_3,,,,,,,,,,,,,observed-data--49cee154-83ed-47ff-bf8d-5f4e76b1b205,2019-05-18T20:43:43.300Z,2019-05-18T20:43:43.300Z,1.0,,,,,,,,,,,,,,0.0,0,0,
directory,,directory--4e6cedf0-ddd3-4147-86bd-4416573a8444_2,,,,,,,,,,,,,observed-data--4e6cedf0-ddd3-4147-86bd-4416573a8444,2019-05-18T20:43:43.273Z,2019-05-18T20:43:43.273Z,1.0,,,,,,,,,,,,,,0.0,0,0,
user-account,,user-account--f6bf06e6-8bf9-4502-9d2e-8e719977452e_6,,,,,,,,,,,,,observed-data--f6bf06e6-8bf9-4502-9d2e-8e719977452e,2019-05-07T11:56:58.693Z,2019-05-07T11:56:58.693Z,1.0,,,,,,,,,,,,,,0.0,0,0,
user-account,,user-account--f2869726-9fc6-4f26-abf3-bed6821ff860_4,,,,,,,,,,,,,observed-data--f2869726-9fc6-4f26-abf3-bed6821ff860,2019-05-18T20:43:14.316Z,2019-05-18T20:43:14.316Z,1.0,,,,,,,,,,,,,,0.0,0,0,
file,powershell.exe,file--29d45734-5495-4908-b600-03ac9300cb38_1,,,,,,,,,,,,,observed-data--29d45734-5495-4908-b600-03ac9300cb38,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
directory,,directory--5c1f9f6-d61b-4bbd-b542-403d9661f388_2,,,,,,,,,,,,,observed-data--a5c1f9f6-d61b-4bbd-b542-403d9661f388,2019-05-18T20:43:43.815Z,2019-05-18T20:43:43.815Z,1.0,,,,,,,,,,,,,,0.0,0,0,
windows-registry-key,,windows-registry-key--2a9e33-da19-4de7-9281-4603ce11e56c_3,,,,,,,,,,,,,observed-data--ee2a9e33-da19-4de7-9281-4603ce11e56c,2019-05-18T20:44:00.050Z,2019-05-18T20:44:00.050Z,1.0,,,,,,,,,,,,,,0.0,0,0,
user-account,,user-account--37fa0dca-0189-474f-a593-ab5e45043407_4,,,,,,,,,,,,,observed-data--37fa0dca-0189-474f-a593-ab5e45043407,2019-05-18T20:43:43.284Z,2019-05-18T20:43:43.284Z,1.0,,,,,,,,,,,,,,0.0,0,0,
ipv4-addr,,ipv4-addr--1f081c09-ae69-4058-a3d2-161b754aec6c_5,,,,,,,,,,,,,observed-data--1f081c09-ae69-4058-a3d2-161b754aec6c,2019-05-07T11:57:33.035Z,2019-05-07T11:57:33.035Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--994f6c72-fd7d-4766-97ed-50eb1745fde3_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--994f6c72-fd7d-4766-97ed-50eb1745fde3_2,file--994f6c72-fd7d-4766-97ed-50eb1745fde3_1,5204.0,,user-account,S-1-5-18,user-account--994f6c72-fd7d-4766-97ed-50eb1745fde3_4,observed-data--994f6c72-fd7d-4766-97ed-50eb1745fde3,2019-05-18T20:43:43.815Z,2019-05-18T20:43:43.815Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--86d5f7da-c937-4cd3-922f-cb16bda1b9ba_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--86d5f7da-c937-4cd3-922f-cb16bda1b9ba_2,file--86d5f7da-c937-4cd3-922f-cb16bda1b9ba_1,5204.0,,user-account,S-1-5-18,user-account--86d5f7da-c937-4cd3-922f-cb16bda1b9ba_4,observed-data--86d5f7da-c937-4cd3-922f-cb16bda1b9ba,2019-05-18T20:43:43.456Z,2019-05-18T20:43:43.456Z,1.0,,,,,,,,,,,,,,0.0,0,0,
user-account,,user-account--4ea24a3d-91a7-4395-abe3-30958e495bd2_4,,,,,,,,,,,,,observed-data--4ea24a3d-91a7-4395-abe3-30958e495bd2,2019-05-18T20:43:43.456Z,2019-05-18T20:43:43.456Z,1.0,,,,,,,,,,,,,,0.0,0,0,
directory,,directory--39d7e0cd-4a73-4aea-a1ce-2ab6d7b446aa_2,,,,,,,,,,,,,observed-data--39d7e0cd-4a73-4aea-a1ce-2ab6d7b446aa,2019-05-18T20:44:12.659Z,2019-05-18T20:44:12.659Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,notepad.exe,process--31d5818c-6e4c-4990-bafa-3502ad7d0c7e_0,,file,notepad.exe,directory,C:\Windows\system32,directory--31d5818c-6e4c-4990-bafa-3502ad7d0c7e_2,file--31d5818c-6e4c-4990-bafa-3502ad7d0c7e_1,7924.0,,user-account,S-1-5-18,user-account--31d5818c-6e4c-4990-bafa-3502ad7d0c7e_4,observed-data--31d5818c-6e4c-4990-bafa-3502ad7d0c7e,2019-05-18T20:43:29.316Z,2019-05-18T20:43:29.316Z,1.0,,,,,,,,,,,,,,0.0,0,0,
file,powershell.exe,file--094fb4b8-1179-490b-a35d-e533a939cf79_1,,,,,,,,,,,,,observed-data--094fb4b8-1179-490b-a35d-e533a939cf79,2019-05-07T11:57:17.933Z,2019-05-07T11:57:17.933Z,1.0,,,,,,,,,,,,,,0.0,0,0,
directory,,directory--04951922-ca71-4d95-b53a-6880b7eadb13_2,,,,,,,,,,,,,observed-data--04951922-ca71-4d95-b53a-6880b7eadb13,2019-05-18T20:43:43.815Z,2019-05-18T20:43:43.815Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--0f782a7-085f-4736-9dd1-4f43e0490b7c_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--0f782a7-085f-4736-9dd1-4f43e0490b7c_2,file--0f782a7-085f-4736-9dd1-4f43e0490b7c_1,5204.0,,user-account,S-1-5-18,user-account--0f782a7-085f-4736-9dd1-4f43e0490b7c_4,observed-data--d0f782a7-085f-4736-9dd1-4f43e0490b7c,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
windows-registry-key,,windows-registry-key--913dda4b-8eea-47b9-96a5-b42844ca5f96_3,,,,,,,,,,,,,observed-data--913dda4b-8eea-47b9-96a5-b42844ca5f96,2019-05-18T20:43:43.273Z,2019-05-18T20:43:43.273Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--c01fcfa1-dc59-41af-919f-b647b047aa4f,2020-08-12T09:53:20.427Z,,,,,,,,,,,,,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--6b4d2245-b3ce-4671-b85a-570b940a57f7_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--6b4d2245-b3ce-4671-b85a-570b940a57f7_2,file--6b4d2245-b3ce-4671-b85a-570b940a57f7_1,5204.0,,user-account,S-1-5-18,user-account--6b4d2245-b3ce-4671-b85a-570b940a57f7_4,observed-data--6b4d2245-b3ce-4671-b85a-570b940a57f7,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
directory,,directory--20e4b7e5-f1d9-45a3-a15b-5dbe14129a89_2,,,,,,,,,,,,,observed-data--20e4b7e5-f1d9-45a3-a15b-5dbe14129a89,2019-05-18T20:43:43.456Z,2019-05-18T20:43:43.456Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--9839eb75-e2b4-4946-8488-5f00c42e8ba8,2020-08-12T09:53:20.467Z,,,,,,,,,,,,,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
windows-registry-key,,windows-registry-key--493d4dab-8161-4bcb-9268-cc960636cfda_3,,,,,,,,,,,,,observed-data--493d4dab-8161-4bcb-9268-cc960636cfda,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--c035171f-22d9-42bf-9958-49b63e1d3c88,2020-08-12T09:53:20.602Z,,,,,,,,,,,,,2019-05-18T20:44:21.956Z,2019-05-18T20:44:21.956Z,1.0,,,,,,,,,,,,,,0.0,0,0,
ipv4-addr,,ipv4-addr--1aa37f70-402f-4057-893b-73340b94033b_3,,,,,,,,,,,,,observed-data--1aa37f70-402f-4057-893b-73340b94033b,2019-05-07T11:56:37.307Z,2019-05-07T11:56:37.307Z,1.0,,,,,,,,,,,,,,0.0,0,0,
ipv4-addr,,ipv4-addr--71fab098-1f08-4f4b-8f2c-257304bfdc9b_5,,,,,,,,,,,,,observed-data--71fab098-1f08-4f4b-8f2c-257304bfdc9b,2019-05-07T11:57:04.145Z,2019-05-07T11:57:04.145Z,1.0,,,,,,,,,,,,,,0.0,0,0,
ipv4-addr,,ipv4-addr--7a31afa4-545f-4d5c-a3b5-eb99fa361542_5,,,,,,,,,,,,,observed-data--7a31afa4-545f-4d5c-a3b5-eb99fa361542,2019-05-07T11:57:03.380Z,2019-05-07T11:57:03.380Z,1.0,,,,,,,,,,,,,,0.0,0,0,
file,powershell.exe,file--f4dc8-ee24-4492-9b28-aa5b710cf37a_1,,,,,,,,,,,,,observed-data--dbef4dc8-ee24-4492-9b28-aa5b710cf37a,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
user-account,,user-account--caf4bad5-c678-4e57-807f-d40ef55745c5_6,,,,,,,,,,,,,observed-data--caf4bad5-c678-4e57-807f-d40ef55745c5,2019-05-18T20:43:35.600Z,2019-05-18T20:43:35.600Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--920660cb-716c-4a79-ba18-e3d35a772dff,2020-08-12T09:53:20.425Z,,,,,,,,,,,,,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
directory,,directory--645a9aee-28c3-45d0-832e-d42b2bf565ed_2,,,,,,,,,,,,,observed-data--645a9aee-28c3-45d0-832e-d42b2bf565ed,2019-05-18T20:43:37.862Z,2019-05-18T20:43:37.862Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--6b288108-dc28-40d8-a610-a6e090e8f8fa,2020-08-12T09:53:20.639Z,,,,,,,,,,,,,2019-05-07T11:58:06.135Z,2019-05-07T11:58:06.135Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--717-b14d-4d77-8ecd-53df9dfd772d_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--717-b14d-4d77-8ecd-53df9dfd772d_2,file--717-b14d-4d77-8ecd-53df9dfd772d_1,5204.0,,user-account,S-1-5-18,user-account--717-b14d-4d77-8ecd-53df9dfd772d_4,observed-data--deaaa717-b14d-4d77-8ecd-53df9dfd772d,2019-05-18T20:43:43.831Z,2019-05-18T20:43:43.831Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--74e32133-de13-4b56-9ed3-ed4bb0a5b519_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--74e32133-de13-4b56-9ed3-ed4bb0a5b519_2,file--74e32133-de13-4b56-9ed3-ed4bb0a5b519_1,5204.0,,user-account,S-1-5-18,user-account--74e32133-de13-4b56-9ed3-ed4bb0a5b519_4,observed-data--74e32133-de13-4b56-9ed3-ed4bb0a5b519,2019-05-18T20:43:46.628Z,2019-05-18T20:43:46.628Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--eca8f873-867b-44a1-a45b-208769c8f45b,2020-08-12T09:53:20.523Z,,,,,,,,,,,,,2019-05-18T20:43:43.831Z,2019-05-18T20:43:43.831Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--08e6be1c-8012-4dbe-b5ec-08e01171e6b1,2020-08-12T09:53:20.486Z,,,,,,,,,,,,,2019-05-18T20:43:43.273Z,2019-05-18T20:43:43.273Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--d5fd9e05-7f2b-4756-bd05-c3c069b888c4,2020-08-12T09:53:20.506Z,,,,,,,,,,,,,2019-05-18T20:43:43.456Z,2019-05-18T20:43:43.456Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--1009e5cd-a147-42a5-aa37-ff9962602145,2020-08-12T09:53:20.500Z,,,,,,,,,,,,,2019-05-18T20:43:43.300Z,2019-05-18T20:43:43.300Z,1.0,,,,,,,,,,,,,,0.0,0,0,
user-account,,user-account--c8c8f870-49db-4de6-a632-30ddce3f2628_6,,,,,,,,,,,,,observed-data--c8c8f870-49db-4de6-a632-30ddce3f2628,2019-05-18T20:43:04.390Z,2019-05-18T20:43:04.390Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--27ad5d-421b-4851-b9ba-0199d56d69cd_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--27ad5d-421b-4851-b9ba-0199d56d69cd_2,file--27ad5d-421b-4851-b9ba-0199d56d69cd_1,5172.0,,user-account,S-1-5-18,user-account--27ad5d-421b-4851-b9ba-0199d56d69cd_4,observed-data--ad27ad5d-421b-4851-b9ba-0199d56d69cd,2019-05-18T20:43:39.190Z,2019-05-18T20:43:39.190Z,1.0,,,,,,,,,,,,,,0.0,0,0,
directory,,directory--f00c7542-54d0-4e75-a4b1-ee94cc7ef4af_2,,,,,,,,,,,,,observed-data--f00c7542-54d0-4e75-a4b1-ee94cc7ef4af,2019-05-18T20:43:43.273Z,2019-05-18T20:43:43.273Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--c035171f-22d9-42bf-9958-49b63e1d3c88_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--c035171f-22d9-42bf-9958-49b63e1d3c88_2,file--c035171f-22d9-42bf-9958-49b63e1d3c88_1,5452.0,,user-account,S-1-5-18,user-account--c035171f-22d9-42bf-9958-49b63e1d3c88_4,observed-data--c035171f-22d9-42bf-9958-49b63e1d3c88,2019-05-18T20:44:21.956Z,2019-05-18T20:44:21.956Z,1.0,,,,,,,,,,,,,,0.0,0,0,
windows-registry-key,,windows-registry-key--f8e1f773-dd36-40d6-b66e-03316600ddfe_3,,,,,,,,,,,,,observed-data--f8e1f773-dd36-40d6-b66e-03316600ddfe,2019-05-18T20:43:56.472Z,2019-05-18T20:43:56.472Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--adcdc7ed-5fb9-4691-bd1b-851cf40b1945,2020-08-12T09:53:20.634Z,,,,,,,,,,,,,2019-05-18T20:44:43.175Z,2019-05-18T20:44:43.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
windows-registry-key,,windows-registry-key--fe57f19e-623e-4301-89f7-85e60b22b462_3,,,,,,,,,,,,,observed-data--fe57f19e-623e-4301-89f7-85e60b22b462,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--71fab098-1f08-4f4b-8f2c-257304bfdc9b_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--71fab098-1f08-4f4b-8f2c-257304bfdc9b_2,file--71fab098-1f08-4f4b-8f2c-257304bfdc9b_1,5452.0,1.0,user-account,S-1-5-18,user-account--71fab098-1f08-4f4b-8f2c-257304bfdc9b_6,observed-data--71fab098-1f08-4f4b-8f2c-257304bfdc9b,2019-05-07T11:57:04.145Z,2019-05-07T11:57:04.145Z,1.0,,,,,,,,,,,,,,0.0,0,0,
directory,,directory--0e28c2a4-98ba-4d1b-928f-94d20d07814c_2,,,,,,,,,,,,,observed-data--0e28c2a4-98ba-4d1b-928f-94d20d07814c,2019-05-18T20:43:41.570Z,2019-05-18T20:43:41.570Z,1.0,,,,,,,,,,,,,,0.0,0,0,
directory,,directory--1807446c-5389-4db1-9a6c-f222a991a8c5_2,,,,,,,,,,,,,observed-data--1807446c-5389-4db1-9a6c-f222a991a8c5,2019-05-18T20:43:43.300Z,2019-05-18T20:43:43.300Z,1.0,,,,,,,,,,,,,,0.0,0,0,
file,powershell.exe,file--576acb69-4b30-4cb9-89bd-8cf02e99a8fb_1,,,,,,,,,,,,,observed-data--576acb69-4b30-4cb9-89bd-8cf02e99a8fb,2019-05-18T20:43:41.284Z,2019-05-18T20:43:41.284Z,1.0,,,,,,,,,,,,,,0.0,0,0,
directory,,directory--01f762-ff22-41ed-b0ee-1f901e4390ed_2,,,,,,,,,,,,,observed-data--ba01f762-ff22-41ed-b0ee-1f901e4390ed,2019-05-07T11:57:34.729Z,2019-05-07T11:57:34.729Z,1.0,,,,,,,,,,,,,,0.0,0,0,
directory,,directory--80bd8761-2827-4832-8528-89e15b91b5f8_2,,,,,,,,,,,,,observed-data--80bd8761-2827-4832-8528-89e15b91b5f8,2019-05-07T11:56:47.192Z,2019-05-07T11:56:47.192Z,1.0,,,,,,,,,,,,,,0.0,0,0,
directory,,directory--688375f7-44bd-47ca-b080-4031b1b9b095_2,,,,,,,,,,,,,observed-data--688375f7-44bd-47ca-b080-4031b1b9b095,2019-05-18T20:43:43.273Z,2019-05-18T20:43:43.273Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--c5081f7-615a-4b0a-9009-20f9451f750c_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--c5081f7-615a-4b0a-9009-20f9451f750c_2,file--c5081f7-615a-4b0a-9009-20f9451f750c_1,5204.0,,user-account,S-1-5-18,user-account--c5081f7-615a-4b0a-9009-20f9451f750c_4,observed-data--ac5081f7-615a-4b0a-9009-20f9451f750c,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
user-account,,user-account--7e16959b-4995-4b6a-876e-1663d2a535fe_4,,,,,,,,,,,,,observed-data--7e16959b-4995-4b6a-876e-1663d2a535fe,2019-05-18T20:43:46.440Z,2019-05-18T20:43:46.440Z,1.0,,,,,,,,,,,,,,0.0,0,0,
ipv4-addr,,ipv4-addr--7e9c1a8d-2ef9-4b34-8190-9a340e8a791a_3,,,,,,,,,,,,,observed-data--7e9c1a8d-2ef9-4b34-8190-9a340e8a791a,2019-05-07T11:57:28.151Z,2019-05-07T11:57:28.151Z,1.0,,,,,,,,,,,,,,0.0,0,0,
user-account,,user-account--4e70b84-4b89-4d0b-9cb5-e28c12668826_6,,,,,,,,,,,,,observed-data--b4e70b84-4b89-4d0b-9cb5-e28c12668826,2019-05-18T20:43:10.648Z,2019-05-18T20:43:10.648Z,1.0,,,,,,,,,,,,,,0.0,0,0,
file,powershell.exe,file--886a430e-ee15-4d27-80a9-796c571be4e2_1,,,,,,,,,,,,,observed-data--886a430e-ee15-4d27-80a9-796c571be4e2,2019-05-18T20:43:46.190Z,2019-05-18T20:43:46.190Z,1.0,,,,,,,,,,,,,,0.0,0,0,
directory,,directory--72e6ef34-fc65-4367-aa60-f062327dfa70_2,,,,,,,,,,,,,observed-data--72e6ef34-fc65-4367-aa60-f062327dfa70,2019-05-18T20:43:50.031Z,2019-05-18T20:43:50.031Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--10a3470b-b6b4-45e6-a632-2cc30af2f1f9_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--10a3470b-b6b4-45e6-a632-2cc30af2f1f9_2,file--10a3470b-b6b4-45e6-a632-2cc30af2f1f9_1,5204.0,,user-account,S-1-5-18,user-account--10a3470b-b6b4-45e6-a632-2cc30af2f1f9_4,observed-data--10a3470b-b6b4-45e6-a632-2cc30af2f1f9,2019-05-18T20:43:43.815Z,2019-05-18T20:43:43.815Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--d2adc868-3113-4610-9628-8b42c22eeee3,2020-08-12T09:53:20.501Z,,,,,,,,,,,,,2019-05-18T20:43:43.300Z,2019-05-18T20:43:43.300Z,1.0,,,,,,,,,,,,,,0.0,0,0,
ipv4-addr,,ipv4-addr--f6bf06e6-8bf9-4502-9d2e-8e719977452e_5,,,,,,,,,,,,,observed-data--f6bf06e6-8bf9-4502-9d2e-8e719977452e,2019-05-07T11:56:58.693Z,2019-05-07T11:56:58.693Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--90d738cd-9d7b-45fa-a931-3db2e86b9004,2020-08-12T09:53:20.420Z,,,,,,,,,,,,,2019-05-07T11:56:57.071Z,2019-05-07T11:56:57.071Z,1.0,,,,,,,,,,,,,,0.0,0,0,
directory,,directory--f6ec2bce-688b-4949-a5d6-571f24ea076b_2,,,,,,,,,,,,,observed-data--f6ec2bce-688b-4949-a5d6-571f24ea076b,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--c717f026-e4c1-4655-ad5f-471bb87d39aa_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--c717f026-e4c1-4655-ad5f-471bb87d39aa_2,file--c717f026-e4c1-4655-ad5f-471bb87d39aa_1,5172.0,,user-account,S-1-5-18,user-account--c717f026-e4c1-4655-ad5f-471bb87d39aa_4,observed-data--c717f026-e4c1-4655-ad5f-471bb87d39aa,2019-05-18T20:44:10.269Z,2019-05-18T20:44:10.269Z,1.0,,,,,,,,,,,,,,0.0,0,0,
windows-registry-key,,windows-registry-key--8d6e52c1-79a4-40ea-ba6c-44abfb25a91a_3,,,,,,,,,,,,,observed-data--8d6e52c1-79a4-40ea-ba6c-44abfb25a91a,2019-05-18T20:43:43.815Z,2019-05-18T20:43:43.815Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--1672da06-51fd-408e-aa16-b9a59d9e8290_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--1672da06-51fd-408e-aa16-b9a59d9e8290_2,file--1672da06-51fd-408e-aa16-b9a59d9e8290_1,5204.0,,user-account,S-1-5-18,user-account--1672da06-51fd-408e-aa16-b9a59d9e8290_4,observed-data--1672da06-51fd-408e-aa16-b9a59d9e8290,2019-05-18T20:43:45.753Z,2019-05-18T20:43:45.753Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--cc6e888-a555-4005-bf66-ebc273e8bed9_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--cc6e888-a555-4005-bf66-ebc273e8bed9_2,file--cc6e888-a555-4005-bf66-ebc273e8bed9_1,5204.0,,user-account,S-1-5-18,user-account--cc6e888-a555-4005-bf66-ebc273e8bed9_4,observed-data--ecc6e888-a555-4005-bf66-ebc273e8bed9,2019-05-18T20:43:43.831Z,2019-05-18T20:43:43.831Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--92cccdfe-e7e8-4f8b-9211-b375ed977e8b,2020-08-12T09:53:20.494Z,,,,,,,,,,,,,2019-05-18T20:43:43.284Z,2019-05-18T20:43:43.284Z,1.0,,,,,,,,,,,,,,0.0,0,0,
windows-registry-key,,windows-registry-key--5146bfa9-b9bc-4b10-8f3d-0b50d1a5ea7a_3,,,,,,,,,,,,,observed-data--5146bfa9-b9bc-4b10-8f3d-0b50d1a5ea7a,2019-05-18T20:43:43.815Z,2019-05-18T20:43:43.815Z,1.0,,,,,,,,,,,,,,0.0,0,0,
